,nOfCon,nOfM,Dc,sAEC,infScore,confidence_int_95
1734,2,48,60,1500,0.0002,0.00039196079803980395
1735,2,48,60,5000,0.0002,0.00039196079803980395
1736,2,48,60,15000,0.0,0.0
1737,2,48,60,50000,0.0,0.0
1738,2,48,60,150000,0.0,0.0
1739,2,48,60,500000,0.0,0.0
1740,2,48,200,1500,0.0056,0.002068452920614825
1741,2,48,200,5000,0.0,0.0
1742,2,48,200,15000,0.0,0.0
1743,2,48,200,50000,0.0,0.0
1744,2,48,200,150000,0.0,0.0
1745,2,48,200,500000,0.0,0.0
1746,2,48,600,1500,0.0254,0.004361151071540632
1747,2,48,600,5000,0.0028,0.00146467483463054
1748,2,48,600,15000,0.0,0.0
1749,2,48,600,50000,0.0,0.0
1750,2,48,600,150000,0.0,0.0
1751,2,48,600,500000,0.0,0.0
1752,2,48,2000,1500,0.0542,0.00627581838768459
1753,2,48,2000,5000,0.0248,0.004310659864475507
1754,2,48,2000,15000,0.0018,0.001174941123290865
1755,2,48,2000,50000,0.0,0.0
1756,2,48,2000,150000,0.0002,0.00039196079803980395
1757,2,48,2000,500000,0.0,0.0
1758,2,48,6000,1500,0.0774,0.007407101138556162
1759,2,48,6000,5000,0.0574,0.006447490829524304
1760,2,48,6000,15000,0.0302,0.004743682686183805
1761,2,48,6000,50000,0.0034,0.0016135074281824673
1762,2,48,6000,150000,0.0,0.0
1763,2,48,6000,500000,0.0,0.0
1764,2,50,20,1500,0.0,0.0
1765,2,50,20,5000,0.0,0.0
1766,2,50,20,15000,0.0,0.0
1767,2,50,20,50000,0.0,0.0
1768,2,50,20,150000,0.0,0.0
1769,2,50,20,500000,0.0,0.0
1770,2,50,60,1500,0.0,0.0
1771,2,50,60,5000,0.0,0.0
1772,2,50,60,15000,0.0,0.0
1773,2,50,60,50000,0.0002,0.00039196079803980395
1774,2,50,60,150000,0.0,0.0
1775,2,50,60,500000,0.0,0.0
1776,2,50,200,1500,0.0048,0.0019157854543763503
1777,2,50,200,5000,0.0004,0.0005542608310173108
1778,2,50,200,15000,0.0,0.0
1779,2,50,200,50000,0.0,0.0
1780,2,50,200,150000,0.0,0.0
1781,2,50,200,500000,0.0,0.0
1782,2,50,600,1500,0.0202,0.0038995587836574536
1783,2,50,600,5000,0.0012,0.0009596236862437275
1784,2,50,600,15000,0.0,0.0
1785,2,50,600,50000,0.0,0.0
1786,2,50,600,150000,0.0002,0.00039196079803980395
1787,2,50,600,500000,0.0,0.0
1788,2,50,2000,1500,0.046,0.00580663025170365
1789,2,50,2000,5000,0.022,0.004065854537486554
1790,2,50,2000,15000,0.0016,0.0011078560830721652
1791,2,50,2000,50000,0.0,0.0
1792,2,50,2000,150000,0.0,0.0
1793,2,50,2000,500000,0.0002,0.00039196079803980395
1794,2,50,6000,1500,0.0624,0.0067045890490618435
1795,2,50,6000,5000,0.0468,0.005854448804387993
1796,2,50,6000,15000,0.0176,0.003644782187840585
1797,2,50,6000,50000,0.0014,0.0010364082655015833
1798,2,50,6000,150000,0.0002,0.00039196079803980395
1799,2,50,6000,500000,0.0,0.0
1800,1,2,6000,1,0.8826,0.008922510736154928
1801,1,2,6000,10,0.8844,0.008862869470143404
1802,1,4,6000,1,0.789,0.011309692536934857
1803,1,4,6000,10,0.7946,0.011198131656164791
1804,1,6,6000,1,0.6952,0.012759493418909702
1805,1,6,6000,10,0.7146,0.01251784470700927
1806,1,8,6000,1,0.6208,0.013448724208459328
1807,1,8,6000,10,0.6286,0.013393041274214007
1808,1,10,6000,1,0.5714,0.013717256845769127
1809,1,10,6000,10,0.566,0.013738020165948222
1810,1,12,6000,1,0.4942,0.013858360426659425
1811,1,12,6000,10,0.498,0.01385918203646954
1812,1,14,6000,1,0.4322,0.01373128383987455
1813,1,14,6000,10,0.4346,0.01374022461347703
1814,1,16,6000,1,0.39,0.01351973845900874
1815,1,16,6000,10,0.3852,0.013489042960388258
1816,1,18,6000,1,0.334,0.01307318530733807
1817,1,18,6000,10,0.336,0.01309256526735689
1818,1,20,6000,1,0.29,0.012577642386393405
1819,1,20,6000,10,0.2944,0.012633371231971297
1820,1,22,6000,1,0.2592,0.012146161591021257
1821,1,22,6000,10,0.268,0.012277049495705392
1822,1,24,6000,1,0.2222,0.011523305236398105
1823,1,24,6000,10,0.2286,0.011639893305902763
1824,1,26,6000,1,0.2,0.011087434329005066
1825,1,26,6000,10,0.1978,0.011041435546666927
1826,1,28,6000,1,0.1754,0.010541624176036633
1827,1,28,6000,10,0.175,0.01053215077750029
1828,1,30,6000,1,0.1564,0.010068336665646415
1829,1,30,6000,10,0.1552,0.010036767877519137
1830,1,32,6000,1,0.1298,0.009315752782636516
1831,1,32,6000,10,0.1352,0.009478012027171098
1832,1,34,6000,1,0.1102,0.008679767000743742
1833,1,34,6000,10,0.1162,0.008882825524527654
1834,1,36,6000,1,0.104,0.008461390599659136
1835,1,36,6000,10,0.1002,0.008322962241125451
1836,1,38,6000,1,0.0846,0.00771368153535003
1837,1,38,6000,10,0.095,0.00812750342971321
1838,1,40,6000,1,0.0714,0.007137309252988833
1839,1,40,6000,10,0.0748,0.007291882806737915
1840,1,42,6000,1,0.066,0.0068820286311523
1841,1,42,6000,10,0.0678,0.006968518629608448
1842,1,44,6000,1,0.0526,0.006187719689578706
1843,1,44,6000,10,0.0574,0.006447490829524304
1844,1,46,6000,1,0.0458,0.005794600696786621
1845,1,46,6000,10,0.0424,0.0055852943554301595
1846,1,48,6000,1,0.0416,0.005534662423382297
1847,1,48,6000,10,0.0404,0.005457664961208227
1848,1,50,6000,1,0.0358,0.0051498685764978505
1849,1,50,6000,10,0.0344,0.0050518322265095065
1850,2,2,6000,1,0.985,0.0033692622337835342
1851,2,2,6000,10,0.9838,0.0034993065168973116
1852,2,4,6000,1,0.9512,0.005971960148828856
1853,2,4,6000,10,0.9514,0.005960336474797374
1854,2,6,6000,1,0.9064,0.008073631847737423
1855,2,6,6000,10,0.9072,0.008042602009996515
1856,2,8,6000,1,0.847,0.00997834440776625
1857,2,8,6000,10,0.8498,0.009902945726762315
1858,2,10,6000,1,0.8052,0.010977853443510712
1859,2,10,6000,10,0.7926,0.011238348081315155
1860,2,12,6000,1,0.736,0.01221833250816166
1861,2,12,6000,10,0.7428,0.012115532274365827
1862,2,14,6000,1,0.6838,0.01288892065687426
1863,2,14,6000,10,0.6738,0.012995067834343921
1864,2,16,6000,1,0.607,0.013538223824416554
1865,2,16,6000,10,0.627,0.013404766567158116
1866,2,18,6000,1,0.5628,0.013749540677826296
1867,2,18,6000,10,0.5466,0.013798969056447659
1868,2,20,6000,1,0.514,0.013853859003180305
1869,2,20,6000,10,0.4966,0.013858972480700003
1870,2,22,6000,1,0.4648,0.01382490581476778
1871,2,22,6000,10,0.4432,0.013769575711807536
1872,2,24,6000,1,0.3958,0.013554993841208488
1873,2,24,6000,10,0.4016,0.013588255793176695
1874,2,26,6000,1,0.3604,0.013308150018270758
1875,2,26,6000,10,0.3578,0.013286983262245798
1876,2,28,6000,1,0.3052,0.012764189368197261
1877,2,28,6000,10,0.3132,0.012855740255745679
1878,2,30,6000,1,0.2826,0.012480668100578591
1879,2,30,6000,10,0.2798,0.012442896331128054
1880,2,32,6000,1,0.2416,0.01186502605731652
1881,2,32,6000,10,0.2462,0.011941067685060662
1882,2,34,6000,1,0.2056,0.011202172141366155
1883,2,34,6000,10,0.2166,0.01141805364065172
1884,2,36,6000,1,0.194,0.010960729377190188
1885,2,36,6000,10,0.1894,0.010860863518376429
1886,2,38,6000,1,0.1782,0.01060737658439635
1887,2,38,6000,10,0.176,0.010555796496712127
1888,2,40,6000,1,0.1528,0.009972997722410247
1889,2,40,6000,10,0.148,0.009842869435281561
1890,2,42,6000,1,0.1254,0.009179617261563796
1891,2,42,6000,10,0.1354,0.00948392294932851
1892,2,44,6000,1,0.102,0.008388983175570207
1893,2,44,6000,10,0.104,0.008461390599659136
1894,2,46,6000,1,0.0944,0.008104482209543061
1895,2,46,6000,10,0.0932,0.008058139492662063
1896,2,48,6000,1,0.0826,0.007630279748266115
1897,2,48,6000,10,0.0738,0.007246889485786299
1898,2,50,6000,1,0.071,0.00711882145302156
1899,2,50,6000,10,0.0714,0.007137309252988833
